,month,count,name,latitude,longitude
0,12,4905,8 Ave & W 31 St,40.75044999,-73.99481051
1,8,10555,E 17 St & Broadway,40.73704984,-73.99009296
2,10,11293,E 17 St & Broadway,40.73704984,-73.99009296
3,7,8304,E 17 St & Broadway,40.73704984,-73.99009296
4,11,8013,8 Ave & W 31 St,40.75044999,-73.99481051
5,9,11100,E 17 St & Broadway,40.73704984,-73.99009296
