,month,name,latitude,longitude,count,rank
0,4,8 Ave & W 31 St,40.75096734871598,-73.99444207549095,5232,1
1,4,E 17 St & Broadway,40.73704984,-73.99009296,3802,2
2,4,Lafayette St & E 8 St,40.73028666,-73.9907647,3615,3
3,4,W 21 St & 6 Ave,40.74173969,-73.99415556,3484,4
4,4,Lafayette St & E 8 St,40.73028666,-73.9907647,3114,5
5,4,W 21 St & 6 Ave,40.74173969,-73.99415556,2913,6
6,4,Broadway & E 22 St,40.7403432,-73.98955109,2886,7
7,4,E 7 St & Avenue A,40.72621788,-73.98379855,2853,8
8,4,Broadway & W 24 St,40.7423543,-73.98915076,2769,9
9,4,Lafayette St & Jersey St,40.72456089,-73.99565293,2689,10
10,6,8 Ave & W 31 St,40.75096735,-73.99444208,10645,1
11,6,W 42 St & 8 Ave,40.7575699,-73.99098507,6234,2
12,6,E 17 St & Broadway,40.73704984,-73.99009296,4991,3
13,6,Lafayette St & E 8 St,40.73028666,-73.9907647,4950,4
14,6,Pershing Square North,40.751873,-73.977706,4890,5
15,6,W 21 St & 6 Ave,40.74173969,-73.99415556,4648,6
16,6,Pershing Square North,40.751873,-73.977706,4572,7
17,6,West St & Chambers St,40.71754834,-74.01322069,4335,8
18,6,Broadway & E 22 St,40.7403432,-73.98955109,4092,9
19,6,Lafayette St & E 8 St,40.73028666,-73.9907647,3959,10
20,1,8 Ave & W 31 St,40.75044999,-73.99481051,3326,1
21,1,Lafayette St & E 8 St,40.73028666,-73.9907647,1991,2
22,1,W 21 St & 6 Ave,40.74173969,-73.99415556,1918,3
23,1,E 17 St & Broadway,40.73704984,-73.99009296,1914,4
24,1,W 41 St & 8 Ave,40.75640548,-73.9900262,1884,5
25,1,8 Ave & W 33 St,40.751551,-73.993934,1732,6
26,1,W 21 St & 6 Ave,40.74173969,-73.99415556,1627,7
27,1,W 31 St & 7 Ave,40.749156,-73.9916,1543,8
28,1,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,1539,9
29,1,Lafayette St & E 8 St,40.73028666,-73.9907647,1518,10
30,7,8 Ave & W 31 St,40.75096734871598,-73.99444207549095,11509,1
31,7,W 42 St & 8 Ave,40.7575699,-73.99098507,6864,2
32,7,E 17 St & Broadway,40.73704984,-73.99009296,5258,3
33,7,Lafayette St & E 8 St,40.73028666,-73.9907647,5078,4
34,7,West St & Chambers St,40.71754834,-74.01322069,5069,5
35,7,Pershing Square North,40.751873,-73.977706,4919,6
36,7,W 21 St & 6 Ave,40.74173969,-73.99415556,4799,7
37,7,Pershing Square North,40.751873,-73.977706,4715,8
38,7,Central Park S & 6 Ave,40.76590936,-73.97634151,4503,9
39,7,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,4395,10
40,11,Pershing Square North,40.751873,-73.977706,6218,1
41,11,Pershing Square North,40.751873,-73.977706,5906,2
42,11,Penn Station Valet,40.751283596962296,-73.99692445993422,5603,3
43,11,W 21 St & 6 Ave,40.74173969,-73.99415556,5362,4
44,11,Lafayette St & E 8 St,40.73028666,-73.9907647,5355,5
45,11,E 17 St & Broadway,40.73704984,-73.99009296,5306,6
46,11,Lafayette St & E 8 St,40.73028666,-73.9907647,4600,7
47,11,W 21 St & 6 Ave,40.74173969,-73.99415556,4478,8
48,11,Broadway & E 14 St,40.73454567,-73.99074142,4294,9
49,11,Broadway & E 22 St,40.7403432,-73.98955109,4211,10
50,12,Pershing Square North,40.751873,-73.977706,4905,1
51,12,Pershing Square North,40.751873,-73.977706,4671,2
52,12,W 21 St & 6 Ave,40.74173969,-73.99415556,4605,3
53,12,Lafayette St & E 8 St,40.73028666,-73.9907647,4457,4
54,12,E 17 St & Broadway,40.73704984,-73.99009296,4402,5
55,12,Penn Station Valet,40.751283596962296,-73.99692445993422,3905,6
56,12,Broadway & E 22 St,40.7403432,-73.98955109,3862,7
57,12,W 21 St & 6 Ave,40.74173969,-73.99415556,3748,8
58,12,Broadway & E 14 St,40.73454567,-73.99074142,3715,9
59,12,Lafayette St & E 8 St,40.73028666,-73.9907647,3700,10
60,9,8 Ave & W 31 St,40.75096734871598,-73.99444207549095,11244,1
61,9,Lafayette St & E 8 St,40.73028666,-73.9907647,5800,2
62,9,E 17 St & Broadway,40.73704984,-73.99009296,5693,3
63,9,Pershing Square North,40.751873,-73.977706,5673,4
64,9,W 42 St & 8 Ave,40.7575699,-73.99098507,5655,5
65,9,W 21 St & 6 Ave,40.74173969,-73.99415556,5540,6
66,9,Pershing Square North,40.751873,-73.977706,5328,7
67,9,West St & Chambers St,40.71754834,-74.01322069,5231,8
68,9,Lafayette St & E 8 St,40.73028666,-73.9907647,4786,9
69,9,Broadway & E 14 St,40.73454567,-73.99074142,4757,10
70,8,8 Ave & W 31 St,40.75096734871598,-73.99444207549095,10893,1
71,8,W 42 St & 8 Ave,40.7575699,-73.99098507,6283,2
72,8,Lafayette St & E 8 St,40.73028666,-73.9907647,6124,3
73,8,E 17 St & Broadway,40.73704984,-73.99009296,6027,4
74,8,West St & Chambers St,40.71754834,-74.01322069,5332,5
75,8,Pershing Square North,40.751873,-73.977706,5262,6
76,8,Lafayette St & E 8 St,40.73028666,-73.9907647,5176,7
77,8,W 21 St & 6 Ave,40.74173969,-73.99415556,5133,8
78,8,Centre St & Chambers St,40.71273266,-74.0046073,5020,9
79,8,Pershing Square North,40.751873,-73.977706,4874,10
80,2,8 Ave & W 31 St,40.75044999,-73.99481051,1724,1
81,2,W 41 St & 8 Ave,40.75640548,-73.9900262,1591,2
82,2,Lafayette St & E 8 St,40.73028666,-73.9907647,1450,3
83,2,W 21 St & 6 Ave,40.74173969,-73.99415556,1398,4
84,2,E 17 St & Broadway,40.73704984,-73.99009296,1265,5
85,2,8 Ave & W 33 St,40.751551,-73.993934,1181,6
86,2,W 31 St & 7 Ave,40.749156,-73.9916,1171,7
87,2,W 21 St & 6 Ave,40.74173969,-73.99415556,1130,8
88,2,E 24 St & Park Ave S,40.74096374,-73.98602213,1048,9
89,2,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,1005,10
90,5,8 Ave & W 31 St,40.75096734871598,-73.99444207549095,10139,1
91,5,E 17 St & Broadway,40.73704984,-73.99009296,5579,2
92,5,Lafayette St & E 8 St,40.73028666,-73.9907647,5316,3
93,5,W 42 St & 8 Ave,40.7575699,-73.99098507,5309,4
94,5,W 21 St & 6 Ave,40.74173969,-73.99415556,5259,5
95,5,Lafayette St & E 8 St,40.73028666,-73.9907647,5004,6
96,5,West St & Chambers St,40.71754834,-74.01322069,4828,7
97,5,Central Park S & 6 Ave,40.76590936,-73.97634151,4410,8
98,5,W 21 St & 6 Ave,40.74173969,-73.99415556,4389,9
99,5,Pershing Square North,40.751873,-73.977706,4379,10
100,10,Penn Station Valet,40.751283596962296,-73.99692445993422,6751,1
101,10,W 42 St & 8 Ave,40.7575699,-73.99098507,6123,2
102,10,Lafayette St & E 8 St,40.73028666,-73.9907647,5884,3
103,10,W 21 St & 6 Ave,40.74173969,-73.99415556,5535,4
104,10,Pershing Square North,40.751873,-73.977706,5470,5
105,10,E 17 St & Broadway,40.73704984,-73.99009296,5391,6
106,10,Pershing Square North,40.751873,-73.977706,5358,7
107,10,E 47 St & Park Ave,40.75510267,-73.97498696,5046,8
108,10,W 52 St & 5 Ave,40.75992262,-73.97648516,4787,9
109,10,Lafayette St & E 8 St,40.73028666,-73.9907647,4764,10
110,3,8 Ave & W 33 St,40.751551,-73.993934,4260,1
111,3,W 31 St & 7 Ave,40.749156,-73.9916,2256,2
112,3,Lafayette St & E 8 St,40.73028666,-73.9907647,2160,3
113,3,W 41 St & 8 Ave,40.75640548,-73.9900262,2017,4
114,3,E 17 St & Broadway,40.73704984,-73.99009296,2015,5
115,3,W 21 St & 6 Ave,40.74173969,-73.99415556,1924,6
116,3,8 Ave & W 33 St,40.751551,-73.993934,1744,7
117,3,Pershing Square South,40.751581,-73.97791,1672,8
118,3,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,1661,9
119,3,Broadway & E 22 St,40.7403432,-73.98955109,1655,10
