,month,name,latitude,longitude,count,rank
0,10,E 25 St & 1 Ave,40.7381765,-73.97738662,4,1
1,10,9 Ave & W 22 St,40.7454973,-74.00197139,3,2
2,10,W 43 St & 10 Ave,40.76009437,-73.99461843,3,2
3,10,9 Ave & W 18 St,40.74317449,-74.00366443,3,2
4,10,Christopher St & Greenwich St,40.73291553,-74.00711384,2,5
5,10,Hanson Pl & Ashland Pl,40.68506807308177,-73.97790759801863,2,5
6,10,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,2,5
7,10,E 81 St & 3 Ave,40.77573034,-73.9567526,2,5
8,10,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,2,5
9,10,Driggs Ave & Lorimer St,40.72179134,-73.9504154,2,5
10,10,W 4 St & 7 Ave S,40.73401143,-74.00293877,2,5
11,10,Greenwich Ave & Charles St,40.735238,-74.000271,2,5
12,10,W 11 St & 6 Ave,40.73532427,-73.99800419,2,5
13,10,E 9 St & Avenue C,40.72521311,-73.97768752,2,5
14,10,W 63 St & Broadway,40.77163851,-73.98261428,2,5
15,10,W 20 St & 7 Ave,40.74238787,-73.99726235,2,5
16,10,Broadway & E 22 St,40.7403432,-73.98955109,2,5
17,10,W 26 St & 10 Ave,40.749717753,-74.002950346,2,5
18,10,E 10 St & Avenue A,40.72740794,-73.98142006,2,5
19,10,Henry St & Atlantic Ave,40.69089272,-73.99612349,2,5
20,10,Court St & State St,40.6902375,-73.99203074,2,5
21,10,8 Ave & W 16 St,40.740983,-74.001702,2,5
22,10,W 25 St & 6 Ave,40.74395411,-73.99144871,2,5
23,10,Washington Pl & Broadway,40.72903917,-73.99404649,2,5
24,10,Willoughby Ave & Walworth St,40.69331716,-73.95381995,2,5
25,10,Bayard St & Baxter St,40.71602118,-73.99974372,2,5
26,10,Butler St & Court St,40.6849894,-73.99440329,2,5
27,10,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,2,5
28,10,Front St & Gold St,40.70224,-73.982578,2,5
29,3,E 7 St & Avenue A,40.72621788,-73.98379855,1512,1
30,3,Lafayette St & E 8 St,40.73028666,-73.9907647,1502,2
31,3,W 20 St & 11 Ave,40.746745,-74.007756,1365,3
32,3,1 Ave & E 15 St,40.73221853,-73.98165557,1254,4
33,3,E 14 St & Avenue B,40.72938685,-73.97772429,1238,5
34,3,Pershing Square North,40.751873,-73.977706,1233,6
35,3,Carmine St & 6 Ave,40.73038599,-74.00214988,1227,7
36,3,Broadway & E 14 St,40.73454567,-73.99074142,1224,8
37,3,E 17 St & Broadway,40.73704984,-73.99009296,1206,9
38,3,W 21 St & 6 Ave,40.74173969,-73.99415556,1179,10
39,5,E 7 St & Avenue A,40.72621788,-73.98379855,3402,1
40,5,Carmine St & 6 Ave,40.73038599,-74.00214988,2172,2
41,5,Lafayette St & E 8 St,40.73028666,-73.9907647,2128,3
42,5,W 20 St & 11 Ave,40.746745,-74.007756,2047,4
43,5,E 14 St & Avenue B,40.72938685,-73.97772429,2003,5
44,5,West St & Chambers St,40.71754834,-74.01322069,1974,6
45,5,Pershing Square North,40.751873,-73.977706,1913,7
46,5,W 26 St & 8 Ave,40.74734825,-73.99723551,1888,8
47,5,University Pl & E 14 St,40.73492695,-73.99200509,1868,9
48,5,Broadway & E 14 St,40.73454567,-73.99074142,1809,10
49,6,E 7 St & Avenue A,40.72621788,-73.98379855,4208,1
50,6,Carmine St & 6 Ave,40.73038599,-74.00214988,2793,2
51,6,West St & Chambers St,40.71754834,-74.01322069,2766,3
52,6,W 20 St & 11 Ave,40.746745,-74.007756,2624,4
53,6,West St & Chambers St,40.71754834,-74.01322069,2393,5
54,6,Carmine St & 6 Ave,40.73038599,-74.00214988,2384,6
55,6,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,2363,7
56,6,Lafayette St & E 8 St,40.73028666,-73.9907647,2278,8
57,6,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,2248,9
58,6,E 14 St & Avenue B,40.72938685,-73.97772429,2187,10
59,8,E 7 St & Avenue A,40.72621788,-73.98379855,4385,1
60,8,West St & Chambers St,40.71754834,-74.01322069,3152,2
61,8,Carmine St & 6 Ave,40.73038599,-74.00214988,2736,3
62,8,West St & Chambers St,40.71754834,-74.01322069,2634,4
63,8,W 20 St & 11 Ave,40.746745,-74.007756,2624,5
64,8,Cooper Square & E 7 St,40.72923649910006,-73.99086803197861,2547,6
65,8,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,2446,7
66,8,W 41 St & 8 Ave,40.75640548,-73.9900262,2381,8
67,8,Cooper Square & E 7 St,40.72923649910006,-73.99086803197861,2380,9
68,8,Mott St & Prince St,40.72317958,-73.99480012,2378,10
69,1,Broadway & E 14 St,40.73454567,-73.99074142,691,1
70,1,Lafayette St & E 8 St,40.73028666,-73.9907647,678,2
71,1,E 17 St & Broadway,40.73704984,-73.99009296,638,3
72,1,W 20 St & 11 Ave,40.746745,-74.007756,612,4
73,1,E 7 St & Avenue A,40.72621788,-73.98379855,586,5
74,1,Pershing Square North,40.751873,-73.977706,562,6
75,1,W 21 St & 6 Ave,40.74173969,-73.99415556,512,7
76,1,Carmine St & 6 Ave,40.73038599,-74.00214988,506,8
77,1,1 Ave & E 15 St,40.73221853,-73.98165557,475,9
78,1,Suffolk St & Stanton St,40.72066442,-73.98517977,470,10
79,2,Lafayette St & E 8 St,40.73028666,-73.9907647,828,1
80,2,Pershing Square North,40.751873,-73.977706,715,2
81,2,W 20 St & 11 Ave,40.746745,-74.007756,713,3
82,2,W 21 St & 6 Ave,40.74173969,-73.99415556,671,4
83,2,Broadway & E 14 St,40.73454567,-73.99074142,659,5
84,2,E 10 St & Avenue A,40.72740794,-73.98142006,612,6
85,2,E 17 St & Broadway,40.73704984,-73.99009296,584,7
86,2,E 7 St & Avenue A,40.72621788,-73.98379855,583,8
87,2,1 Ave & E 15 St,40.73221853,-73.98165557,563,9
88,2,Carmine St & 6 Ave,40.73038599,-74.00214988,540,10
